transaction_id,user_id,device_id,amount,timestamp,day_of_week,location,recipient_id,merchant_category,merchant_name
786e7d02-3604-4ae6-99ee-ef78720edff1,user_5,device_4,1779.62,2025-03-25 03:04:59,Tuesday,Delhi,@paytm,E-Commerce,Flipkart
063f1328-54c9-4cfd-9493-052e5edb9329,user_2,device_1,556.55,2025-03-11 12:46:59,Tuesday,Bangalore,@okhdfcbank,Bills,BESCOM
a1225757-c571-45f3-bb2b-db97646d6268,user_3,device_5,1270.95,2025-03-11 10:36:59,Tuesday,Bangalore,@upi,Bills,Airtel
36650b6d-63f4-46b3-a831-5432e3e5616b,user_2,device_1,1739.16,2025-03-31 20:38:59,Monday,Mumbai,@okhdfcbank,Bills,Airtel
d36f9196-de89-44bc-9df0-3c2cc5980c1e,user_11,device_7,2047.9,2025-04-01 14:31:59,Tuesday,Mumbai,@upi,E-Commerce,Flipkart
d9c8cb51-9821-4109-95d6-c2176504b3a0,user_3,device_5,2988.68,2025-04-08 11:38:59,Tuesday,Bangalore,@okhdfcbank,Food,Swiggy
a9a0c001-474c-42eb-a63a-6491c958e791,user_5,device_4,926.46,2025-03-27 11:06:59,Thursday,Delhi,@ybl,Grocery,BigBasket
4156bbc9-91d7-44d9-90e9-69013f5e1675,user_17,device_9,2802.09,2025-04-08 00:35:59,Tuesday,Bangalore,@ybl,Food,Dominos
351017f5-2014-4708-b642-66a58265e2b7,user_4,device_4,917.09,2025-04-04 06:30:59,Friday,Delhi,@ybl,Healthcare,PharmEasy
878e185f-c3da-4bf9-84e8-0f79dcf53328,user_9,device_2,367.67,2025-03-28 20:49:59,Friday,Mumbai,@paytm,Bills,BESCOM
68f78747-fb55-4491-984e-126e18938457,user_5,device_4,1699.87,2025-03-28 11:51:59,Friday,Delhi,@oksbi,Healthcare,Apollo
59441e66-a71e-49c3-a0b0-a166a7cdfe39,user_5,device_4,1702.32,2025-03-29 00:49:59,Saturday,Mumbai,@okhdfcbank,Bills,Airtel
4e50425f-5b21-4107-a67a-c1d95de98f52,user_2,device_1,2034.11,2025-03-30 10:55:59,Sunday,Bangalore,@upi,Grocery,BigBasket
d84a896c-5351-4e91-a578-89a588d672bf,user_20,device_9,2931.0,2025-03-16 22:55:59,Sunday,Delhi,@upi,Healthcare,1mg
8a4cf2fe-caf5-4f0c-8fcd-6f288dea229f,user_6,device_3,873.74,2025-03-16 06:45:59,Sunday,Mumbai,@upi,Healthcare,Apollo
82a86763-2c1e-43de-96df-c47042b3a17b,user_2,device_1,2468.1,2025-03-27 17:32:59,Thursday,Delhi,@upi,Entertainment,Hotstar
37dd1818-0eae-400a-b825-a751bf76fb90,user_8,device_9,1255.55,2025-04-03 02:02:59,Thursday,Bangalore,@upi,E-Commerce,Amazon
0a805776-74db-4030-8624-e06b98b27b60,user_17,device_9,2823.79,2025-04-07 20:40:59,Monday,Bangalore,@ybl,Travel,IRCTC
b9ff64d6-cbcf-496e-b132-c5017c8069ea,user_9,device_2,1102.49,2025-03-16 18:24:59,Sunday,Bangalore,@oksbi,Food,Zomato
b7e0abae-ed71-4090-ac45-a33e24941abe,user_17,device_9,838.7,2025-03-19 15:51:59,Wednesday,Bangalore,@upi,Food,Swiggy
1db4fc26-786b-4636-ab17-18414d9e4ef7,user_18,device_10,1156.24,2025-04-08 06:53:59,Tuesday,Bangalore,@upi,Healthcare,PharmEasy
024c23f3-f16d-4e17-b47d-de3e658f4578,user_11,device_7,1570.66,2025-03-20 15:31:59,Thursday,Bangalore,@ybl,Healthcare,1mg
aa47fb67-9ef4-4c29-aa32-5b0100497180,user_10,device_10,2028.3,2025-03-29 07:04:59,Saturday,Delhi,@oksbi,Bills,Airtel
034e3c9a-ce0f-474d-9adb-8ad26dde48a9,user_20,device_9,2517.8,2025-04-01 19:38:59,Tuesday,Mumbai,@okhdfcbank,Bills,BESCOM
8bfe0cd6-84be-4dec-b55f-22afc74830ed,user_19,device_1,1381.18,2025-03-20 22:19:59,Thursday,Mumbai,@oksbi,Bills,Mahanagar Gas
3a6f507d-47c3-4e4a-9833-820ede206239,user_6,device_3,2025.18,2025-03-22 18:46:59,Saturday,Mumbai,@okhdfcbank,Healthcare,1mg
5795d200-c248-4ded-b173-4b541fd5fc8b,user_8,device_9,527.33,2025-04-09 21:21:59,Wednesday,Delhi,@upi,Healthcare,Apollo
ae5ad5bf-edbe-4960-beba-b433d33352ce,user_3,device_5,663.86,2025-03-19 16:20:59,Wednesday,Bangalore,@okhdfcbank,Travel,Ola
da832f52-a071-4ce4-ad6c-1bd4135f5e1a,user_5,device_4,2357.42,2025-04-03 23:00:59,Thursday,Delhi,@paytm,Healthcare,PharmEasy
61dce216-607c-444e-8731-900593cc2ea0,user_17,a51899a3-f578-4253-9481-e6e22dc44556,17021.25,2025-04-11 20:51:59,Friday,Hyderabad,@upi,Travel,Uber
76ea741b-0f53-4e7e-b98f-e32d59835c25,user_20,45da3fa5-b0e2-45c0-873d-46dbbe2e23ea,18458.12,2025-04-11 19:51:59,Friday,Hyderabad,@okhdfcbank,Grocery,JioMart
de23948d-3edb-474e-8560-e659e60abf08,user_8,device_9,1505.33,2025-04-03 20:23:59,Thursday,Mumbai,@okhdfcbank,Entertainment,BookMyShow
042d37fa-762c-450c-83bd-c2118e1961b4,user_10,device_10,2689.78,2025-04-09 00:42:59,Wednesday,Mumbai,@ybl,E-Commerce,Flipkart
5a051768-391d-470b-aab5-2cf1fc75f99d,user_5,device_4,1282.04,2025-03-24 14:25:59,Monday,Delhi,@oksbi,Healthcare,1mg
68c8a8ce-34f5-424a-affb-18f7dc2cb953,user_14,device_2,2584.52,2025-03-17 10:27:59,Monday,Bangalore,@paytm,Travel,IRCTC
fdd914b5-7557-456c-b127-f7433663eb25,user_12,device_1,2267.8,2025-03-24 08:54:59,Monday,Mumbai,@okhdfcbank,Grocery,JioMart
6fb2981b-104f-4381-a83b-38d0d946d917,user_8,device_9,1227.69,2025-03-20 07:00:59,Thursday,Mumbai,@paytm,Grocery,JioMart
a9bf9c61-f067-4cb5-ad0c-19658c91e000,user_6,device_3,1648.96,2025-03-12 16:14:59,Wednesday,Delhi,@okhdfcbank,Entertainment,Hotstar
717b6ce7-48f3-457a-a2c6-9c8267300aba,user_1,device_2,2613.87,2025-04-06 03:35:59,Sunday,Mumbai,@upi,Food,Dominos
24bf7d23-2902-430b-afc2-0a46aa410fc0,user_7,device_2,906.94,2025-03-11 15:35:59,Tuesday,Mumbai,@oksbi,Travel,Ola
5bffea40-0011-425d-9f9a-8d89348ceefc,user_16,device_4,2999.73,2025-03-30 21:10:59,Sunday,Bangalore,@paytm,Food,Dominos
26774cff-1723-402f-b880-c5bf1bcb5fc9,user_2,device_1,2533.76,2025-03-23 00:36:59,Sunday,Delhi,@upi,Entertainment,Netflix
dda45c1e-916e-4b94-b140-824ad261fedd,user_4,device_4,2324.0,2025-04-05 09:13:59,Saturday,Mumbai,@ybl,Bills,Airtel
385ff620-4719-4ad5-b30b-eb96d51b292f,user_4,e9485389-315f-4625-9fc5-be73e6844dbd,15160.21,2025-04-11 16:51:59,Friday,Kolkata,@paytm,Entertainment,Netflix
28530526-0673-4320-a9f7-24bf4ef28753,user_7,device_2,395.51,2025-03-17 18:57:59,Monday,Bangalore,@upi,Food,Dominos
c1ccc49b-acc3-4fe9-a98f-383fd83d71e6,user_4,device_4,1644.96,2025-03-20 17:47:59,Thursday,Delhi,@ybl,Entertainment,BookMyShow
95f843ea-a85e-4bdf-94bf-fdeaf9d62502,user_11,device_7,1357.22,2025-03-30 07:54:59,Sunday,Mumbai,@paytm,Food,Swiggy
0826d8e3-6f3c-4915-8d2f-f17f550cfc12,user_5,device_4,2899.87,2025-04-02 09:00:59,Wednesday,Bangalore,@okhdfcbank,Travel,Uber
baeeb22b-0486-4604-b9b6-9935545b52b9,user_16,device_4,878.35,2025-03-14 20:58:59,Friday,Bangalore,@okhdfcbank,Travel,Ola
9d0f8f52-8be3-4789-82f1-db05966b5440,user_9,device_2,1869.96,2025-03-29 18:50:59,Saturday,Mumbai,@okhdfcbank,Travel,Uber
f20b254c-8be9-4876-81cc-e91634682288,user_11,device_7,2413.71,2025-03-31 19:55:59,Monday,Delhi,@ybl,E-Commerce,Flipkart
ab9e8e75-d5b7-44a6-bed4-86e0eae584ed,user_9,device_2,348.28,2025-03-18 15:20:59,Tuesday,Bangalore,@upi,Bills,Airtel
eae7234e-9ba1-4d19-9e57-3feb0366c418,user_8,device_9,1399.71,2025-04-11 02:33:59,Friday,Bangalore,@oksbi,Healthcare,Apollo
a902b85a-dfcc-4cac-9210-59643a545d58,user_8,device_9,1472.46,2025-03-25 17:24:59,Tuesday,Bangalore,@ybl,Grocery,Nature's Basket
0c3cf882-4dbc-4af7-9907-05e91ef9d588,user_18,3e25ea0d-1695-4ae2-aa11-511d1c6bfe0f,15819.26,2025-04-11 07:51:59,Friday,Bangalore,@oksbi,Grocery,JioMart
0dd9ba86-fb1f-48b2-8006-1b9fbc059ba3,user_6,device_3,901.85,2025-03-23 12:13:59,Sunday,Bangalore,@oksbi,E-Commerce,Amazon
b4c0db96-e9de-47b6-8061-bf515f57cf02,user_4,device_4,1146.56,2025-04-02 04:06:59,Wednesday,Mumbai,@upi,Entertainment,Netflix
6748a9ef-976c-4724-b1ea-b71eb6406a69,user_9,device_2,2122.51,2025-04-06 07:56:59,Sunday,Bangalore,@ybl,Food,Zomato
1a57becd-7f9e-4d71-8b0a-f4c584ae377e,user_4,device_4,1461.25,2025-03-27 18:40:59,Thursday,Bangalore,@ybl,Entertainment,Netflix
21ef679a-8e56-4da0-a831-b09fbe1f9a8c,user_9,b36e186e-1897-41a0-8ab3-7fba187b95a1,15296.77,2025-04-11 08:51:59,Friday,Mumbai,@paytm,Entertainment,Hotstar
1ea6614c-4a3a-4202-93a8-5e189c3604d2,user_10,device_10,2316.89,2025-03-22 09:01:59,Saturday,Delhi,@okhdfcbank,Food,Zomato
74a76ec6-3b68-4d9c-acbe-409ddec24811,user_17,device_9,2594.48,2025-03-28 19:15:59,Friday,Mumbai,@ybl,Travel,Ola
4cdbd6ae-50fc-4bfb-9079-c9a74400e884,user_20,device_9,867.47,2025-04-08 23:36:59,Tuesday,Delhi,@upi,Healthcare,1mg
541ff3af-ccf9-4598-a4ed-84616e33d103,user_3,device_5,2099.18,2025-03-26 19:49:59,Wednesday,Mumbai,@oksbi,E-Commerce,Amazon
2b71a3ff-113b-44fa-a947-b3f745555d62,user_10,device_10,2779.34,2025-03-16 08:14:59,Sunday,Delhi,@upi,Healthcare,Apollo
dad50e95-3791-49de-895b-b8eb44a0d1ca,user_7,device_2,1978.14,2025-03-12 19:59:59,Wednesday,Bangalore,@upi,Travel,Uber
3ecf775a-6067-427b-93f8-e3b0a35cda84,user_2,device_1,2771.46,2025-03-28 01:22:59,Friday,Bangalore,@okhdfcbank,E-Commerce,Flipkart
19059b1d-2be2-4d8f-acaa-c7fc03491c9a,user_13,device_1,1369.5,2025-03-23 02:55:59,Sunday,Bangalore,@oksbi,Grocery,Nature's Basket
e4f428b6-f197-4bc4-a9e3-a7593240b9be,user_11,device_7,763.88,2025-03-20 10:14:59,Thursday,Delhi,@paytm,Bills,BESCOM
bcd8ee30-1e82-47fd-898c-519eca8b166d,user_9,d0daf506-f310-498b-ad20-a39b7993ccdb,19954.18,2025-04-12 00:51:59,Saturday,Kolkata,@oksbi,Bills,Airtel
eebf0b2f-9a52-4491-a1c8-91097345a35f,user_3,device_5,1031.07,2025-04-07 23:30:59,Monday,Mumbai,@ybl,Travel,Ola
ffc7f6f8-8ad9-4905-a174-104220cb5b0f,user_16,device_4,206.42,2025-04-08 18:35:59,Tuesday,Mumbai,@okhdfcbank,Grocery,Nature's Basket
f31e4ac7-080d-470a-ba09-5dd56c0f2f3f,user_13,device_1,1439.73,2025-04-09 22:18:59,Wednesday,Delhi,@okhdfcbank,Entertainment,BookMyShow
1506b79c-af3e-4d90-8621-dc8ee6613b66,user_16,device_4,874.46,2025-04-06 19:23:59,Sunday,Delhi,@upi,Healthcare,Apollo
ced7ab19-bdbc-45b0-adbb-f912d00a2f44,user_16,device_4,2418.01,2025-03-19 23:32:59,Wednesday,Bangalore,@okhdfcbank,Food,Zomato
59026239-c668-4cc4-8d13-a0ea0bf7cab5,user_18,device_10,1438.2,2025-04-07 07:58:59,Monday,Delhi,@paytm,Travel,Uber
31a8eba3-7f4c-49ff-8da6-97a23ce9fae5,user_10,device_10,2520.7,2025-03-26 21:22:59,Wednesday,Mumbai,@oksbi,Bills,Mahanagar Gas
0c29e126-9348-412d-b143-351be1c4fb4d,user_13,device_1,2605.68,2025-04-02 15:30:59,Wednesday,Bangalore,@upi,E-Commerce,Myntra
b84b9452-8a42-4fa4-8e9d-29034f932f77,user_17,device_9,2528.68,2025-03-23 07:20:59,Sunday,Mumbai,@ybl,Grocery,BigBasket
684ca3c1-287b-4174-afa2-905f3f16fd17,user_15,device_4,1700.56,2025-03-24 16:22:59,Monday,Mumbai,@ybl,Bills,BESCOM
3aa91941-d02b-4c6f-b16e-a8ad814066ba,user_7,device_2,777.33,2025-03-17 15:49:59,Monday,Bangalore,@oksbi,Healthcare,1mg
7a805862-dcc0-4130-8a1f-505fa78d09d0,user_16,device_4,1536.45,2025-04-10 00:19:59,Thursday,Mumbai,@upi,Healthcare,Apollo
3ab9b90d-2793-45be-bd19-55164a6b4ea7,user_11,4524588b-c669-48f7-90d3-b3c68a8d9121,7162.33,2025-04-12 00:51:59,Saturday,Pune,@paytm,Entertainment,Netflix
c250ca6a-2470-4afe-b3da-80a86e515889,user_3,a823a683-2427-4e10-af5d-7cad1f8cacbc,9928.48,2025-04-11 21:51:59,Friday,Hyderabad,@okhdfcbank,Travel,Ola
11c07e76-232c-4b1f-bc77-2d23b961f0ee,user_11,device_7,204.11,2025-04-08 21:11:59,Tuesday,Mumbai,@okhdfcbank,Healthcare,PharmEasy
629bfb0d-f6fd-4776-8d44-35f21a67f581,user_10,device_10,2937.18,2025-03-17 08:06:59,Monday,Delhi,@oksbi,E-Commerce,Myntra
ecf6259f-4614-49b9-84fd-7613e55a9dae,user_15,device_4,233.37,2025-03-17 03:33:59,Monday,Mumbai,@paytm,E-Commerce,Myntra
f3bef7ca-7a54-4b35-a310-6c7f2e63b613,user_14,device_2,1741.19,2025-03-16 23:41:59,Sunday,Bangalore,@oksbi,E-Commerce,Amazon
de2c0f92-d7f4-4a6f-89ee-4150111a4230,user_20,device_9,1543.24,2025-03-24 00:37:59,Monday,Bangalore,@upi,Entertainment,Hotstar
c13a8665-6eb0-43b6-8290-271382cf5161,user_9,device_2,2706.83,2025-03-27 19:08:59,Thursday,Bangalore,@paytm,Travel,Ola
b3956990-bbe7-4d6b-b438-c2fbde86c911,user_3,device_5,1952.92,2025-03-28 06:35:59,Friday,Bangalore,@ybl,Travel,Ola
e7586e3b-87c0-4247-a4f2-89742c09775e,user_10,device_10,787.9,2025-03-23 17:15:59,Sunday,Mumbai,@paytm,E-Commerce,Flipkart
c2f75db9-2446-4719-bc8b-259ccf1e2bcb,user_10,device_10,123.48,2025-03-14 07:02:59,Friday,Mumbai,@ybl,Food,Dominos
3cb91c5e-8323-4a7a-885e-dcb71f4c3a2f,user_2,device_1,2349.65,2025-04-03 09:00:59,Thursday,Mumbai,@ybl,Bills,Mahanagar Gas
9f114774-a686-45ba-9cba-c539e01f662a,user_7,device_2,1921.92,2025-03-13 08:10:59,Thursday,Bangalore,@upi,Bills,BESCOM
872d54e5-bfab-49ed-a387-76feae85dd74,user_15,device_4,361.39,2025-04-01 18:04:59,Tuesday,Mumbai,@upi,Food,Dominos
4d392569-1864-4192-9485-16a5dc968ee8,user_7,device_2,1555.2,2025-04-02 23:35:59,Wednesday,Mumbai,@okhdfcbank,E-Commerce,Myntra
e926fce9-6920-4786-a4e0-625d91be244a,user_16,device_4,2432.27,2025-03-28 02:42:59,Friday,Bangalore,@ybl,Entertainment,Hotstar
1c9587cf-4990-4593-807a-8bca23259731,user_8,device_9,2905.08,2025-03-16 11:28:59,Sunday,Bangalore,@oksbi,Entertainment,BookMyShow
f1d88616-c34e-47b0-a9fa-58ccc6af5141,user_13,device_1,1418.88,2025-03-20 05:08:59,Thursday,Bangalore,@paytm,Food,Swiggy
d63827fa-e127-4d67-9f55-71459b9aa52a,user_13,device_1,2057.03,2025-03-27 04:12:59,Thursday,Mumbai,@paytm,Entertainment,BookMyShow
ac7e8b8e-88cf-4fb5-b5a7-ff0e599a4082,user_18,device_10,1942.67,2025-03-27 06:32:59,Thursday,Delhi,@paytm,Grocery,Nature's Basket
0354988b-eb32-4966-9659-804d3193eba9,user_4,device_4,2988.19,2025-04-08 01:36:59,Tuesday,Delhi,@ybl,E-Commerce,Amazon
2e562d47-8fba-4239-b5f0-c5f73dabbe62,user_5,device_4,1315.47,2025-03-18 05:42:59,Tuesday,Mumbai,@okhdfcbank,Travel,Ola
33833bbc-a263-448c-87b9-ca04b2405d3c,user_4,device_4,2823.25,2025-04-03 03:07:59,Thursday,Bangalore,@oksbi,Entertainment,Hotstar
85597e2d-4168-48d2-bf79-af7d3555064f,user_15,device_4,2944.69,2025-03-30 10:54:59,Sunday,Mumbai,@paytm,Travel,Uber
d94b6695-9da5-4cb2-a78b-f4565666c02e,user_12,dc7c2ff0-2d8b-4b18-86d4-e1d0d4152063,14941.53,2025-04-12 00:51:59,Saturday,Hyderabad,@upi,Food,Swiggy
f746a83e-8909-4b06-8387-c58be3f6429a,user_1,device_2,2382.24,2025-04-05 01:58:59,Saturday,Delhi,@upi,Food,Swiggy
47a79933-aae5-463f-97d9-cb5c6c9d72d4,user_7,device_2,2345.67,2025-03-16 09:51:59,Sunday,Delhi,@ybl,Bills,Airtel
e1df393e-db39-4436-9ba2-a3649c5ce9c7,user_5,device_4,418.79,2025-03-15 04:43:59,Saturday,Mumbai,@upi,E-Commerce,Myntra
f13fd2c9-9efe-48a5-a7d1-5ed5046aa3b8,user_8,device_9,869.57,2025-04-06 05:25:59,Sunday,Delhi,@upi,Bills,BESCOM
6e73e728-7297-4328-9ba6-04e5fd61ea5a,user_3,device_5,1821.63,2025-03-27 12:37:59,Thursday,Mumbai,@okhdfcbank,Travel,Ola
829a82f1-1aab-4c12-87b3-0c102fc66b71,user_2,device_1,1428.32,2025-03-12 04:48:59,Wednesday,Bangalore,@ybl,Healthcare,PharmEasy
251519fb-ca93-4a61-a891-50816abf3d78,user_13,195a9b66-0856-4ced-b036-49c6c966a2a6,6211.86,2025-04-11 08:51:59,Friday,Chennai,@oksbi,Travel,IRCTC
1ea5d998-0ec1-4da2-9499-1a50f5258da6,user_9,device_2,2165.24,2025-03-29 09:18:59,Saturday,Bangalore,@okhdfcbank,Bills,Mahanagar Gas
be84fe76-897c-4717-b2c0-cc38365ab0c1,user_17,device_9,2573.1,2025-03-21 11:05:59,Friday,Delhi,@paytm,Bills,BESCOM
6b803596-15e0-48b0-8a44-1726c69cdadf,user_14,device_2,2499.52,2025-03-29 15:05:59,Saturday,Mumbai,@ybl,Travel,Uber
a4376315-4416-4d06-a987-382b4a27198c,user_14,device_2,2865.42,2025-03-20 13:47:59,Thursday,Mumbai,@ybl,Grocery,Nature's Basket
3f0afd9d-e870-431c-a2c0-e339175250e1,user_3,device_5,2454.13,2025-03-25 03:14:59,Tuesday,Delhi,@ybl,Food,Swiggy
71e2c305-2f0f-4d40-8f4e-2b2c3ad04095,user_18,7ccd958f-1fc2-4f78-9049-d2204f7c4885,18737.66,2025-04-11 13:51:59,Friday,Delhi,@oksbi,Grocery,Nature's Basket
3a56e87e-4172-4b72-8fe0-82be84ef8c88,user_12,device_1,548.72,2025-03-26 20:57:59,Wednesday,Bangalore,@upi,Food,Dominos
33f68fdb-aad4-41cc-949f-21e427b24fa6,user_18,device_10,755.86,2025-03-28 11:02:59,Friday,Mumbai,@okhdfcbank,Grocery,BigBasket
57305a97-ab41-4f07-a34b-51173e92f022,user_20,device_9,1866.09,2025-03-20 06:34:59,Thursday,Bangalore,@paytm,Healthcare,PharmEasy
dfc98df5-699e-43bf-8951-4abb75c2c700,user_9,device_2,117.71,2025-03-15 00:15:59,Saturday,Mumbai,@ybl,Healthcare,Apollo
893bbf69-ef70-417b-b66d-504cb15d7b9f,user_3,device_5,366.1,2025-03-25 22:27:59,Tuesday,Bangalore,@paytm,E-Commerce,Myntra
dbe49bb9-d592-4489-b8f5-f2ea4009425d,user_11,device_7,2352.82,2025-03-23 09:46:59,Sunday,Mumbai,@ybl,E-Commerce,Flipkart
5663e0a7-0c73-46ee-8c8f-ecf28391f5b4,user_5,device_4,889.1,2025-03-20 15:20:59,Thursday,Delhi,@paytm,E-Commerce,Myntra
b2d351fe-3b2b-4da3-b696-f3f62618ce9b,user_14,device_2,1101.0,2025-04-07 19:08:59,Monday,Bangalore,@paytm,Grocery,BigBasket
ec6b0f51-a7ec-433d-970a-1970ed1c5c9f,user_16,device_4,739.5,2025-03-23 03:51:59,Sunday,Mumbai,@paytm,Bills,Mahanagar Gas
d5c20d5d-f1b1-4a2b-97fa-0e47a7d63ca8,user_7,device_2,1051.55,2025-04-10 13:04:59,Thursday,Mumbai,@ybl,Entertainment,Netflix
974de57c-44c3-43e9-87bd-21f3d06ef323,user_5,device_4,1550.76,2025-03-15 07:00:59,Saturday,Bangalore,@upi,Travel,IRCTC
404b4e90-feca-4a30-9777-a3707e623b7c,user_13,device_1,154.35,2025-03-13 01:56:59,Thursday,Delhi,@oksbi,Entertainment,BookMyShow
c0e6bbab-1dc1-4587-b55b-4f2e8859cf76,user_14,device_2,939.59,2025-03-30 04:31:59,Sunday,Bangalore,@oksbi,Bills,BESCOM
dd344b5d-03cc-469b-8ade-4e3ae576384c,user_20,device_9,1366.46,2025-04-07 21:24:59,Monday,Mumbai,@paytm,Travel,IRCTC
fa507030-878f-4f0e-a9c7-7412c1c81740,user_17,device_9,742.56,2025-03-17 23:47:59,Monday,Mumbai,@ybl,Food,Swiggy
c3531ca1-77b6-40e2-878a-924a487483c1,user_4,device_4,1118.19,2025-03-11 07:59:59,Tuesday,Delhi,@ybl,Bills,Mahanagar Gas
55c256a1-8215-4864-a3ea-8d84ef4c5293,user_4,device_4,1846.96,2025-03-17 08:47:59,Monday,Delhi,@upi,E-Commerce,Flipkart
964f33d8-8096-41e2-87c0-4028d96bc6ba,user_16,device_4,2075.29,2025-03-13 10:10:59,Thursday,Bangalore,@oksbi,Travel,IRCTC
468a8fbc-7691-47d1-8358-5c42fc64aee9,user_20,device_9,1375.31,2025-03-26 14:11:59,Wednesday,Mumbai,@upi,Grocery,Nature's Basket
646c7c8c-f774-4226-8dbd-69e891ab508c,user_9,device_2,315.15,2025-03-27 14:49:59,Thursday,Mumbai,@okhdfcbank,Bills,Airtel
8cf5e4a4-8dab-4ae2-94e8-0d6298b511bf,user_10,device_10,1822.83,2025-03-29 14:14:59,Saturday,Delhi,@okhdfcbank,Food,Dominos
b398e551-1efa-44bd-a588-8d3422b960dc,user_2,device_1,1032.43,2025-03-26 12:42:59,Wednesday,Bangalore,@upi,Travel,IRCTC
77a9ef74-6cca-4ea3-bc43-36068e3acf9e,user_15,7e580741-f4fd-45cf-ac0c-1c6a4203e2dd,15614.33,2025-04-11 20:51:59,Friday,Kolkata,@paytm,Food,Swiggy
